Region,Province,Municipality,Year,Count
Region IV-A CALABARZON,RIZAL,RODRIGUEZ (MONTALBAN),2017,241
Region IV-A CALABARZON,RIZAL,RODRIGUEZ (MONTALBAN),2018,244
Region IV-A CALABARZON,RIZAL,RODRIGUEZ (MONTALBAN),2019,203
Region IV-A CALABARZON,RIZAL,RODRIGUEZ (MONTALBAN),2020,64
Region IV-A CALABARZON,RIZAL,SAN MATEO,1988,102
Region IV-A CALABARZON,RIZAL,SAN MATEO,1989,122
Region IV-A CALABARZON,RIZAL,SAN MATEO,1990,141
Region IV-A CALABARZON,RIZAL,SAN MATEO,1991,164
Region IV-A CALABARZON,RIZAL,SAN MATEO,1992,145
Region IV-A CALABARZON,RIZAL,SAN MATEO,1993,150
Region IV-A CALABARZON,RIZAL,SAN MATEO,1994,170
Region IV-A CALABARZON,RIZAL,SAN MATEO,1995,98
Region IV-A CALABARZON,RIZAL,SAN MATEO,1996,129
Region IV-A CALABARZON,RIZAL,SAN MATEO,1997,129
Region IV-A CALABARZON,RIZAL,SAN MATEO,1998,118
Region IV-A CALABARZON,RIZAL,SAN MATEO,1999,101
Region IV-A CALABARZON,RIZAL,SAN MATEO,2000,135
Region IV-A CALABARZON,RIZAL,SAN MATEO,2001,150
Region IV-A CALABARZON,RIZAL,SAN MATEO,2002,173
Region IV-A CALABARZON,RIZAL,SAN MATEO,2003,194
Region IV-A CALABARZON,RIZAL,SAN MATEO,2004,216
Region IV-A CALABARZON,RIZAL,SAN MATEO,2005,241
Region IV-A CALABARZON,RIZAL,SAN MATEO,2006,329
Region IV-A CALABARZON,RIZAL,SAN MATEO,2007,233
Region IV-A CALABARZON,RIZAL,SAN MATEO,2008,264
Region IV-A CALABARZON,RIZAL,SAN MATEO,2009,241
Region IV-A CALABARZON,RIZAL,SAN MATEO,2010,317
Region IV-A CALABARZON,RIZAL,SAN MATEO,2011,277
Region IV-A CALABARZON,RIZAL,SAN MATEO,2012,274
Region IV-A CALABARZON,RIZAL,SAN MATEO,2013,283
Region IV-A CALABARZON,RIZAL,SAN MATEO,2014,247
Region IV-A CALABARZON,RIZAL,SAN MATEO,2015,302
Region IV-A CALABARZON,RIZAL,SAN MATEO,2016,309
Region IV-A CALABARZON,RIZAL,SAN MATEO,2017,341
Region IV-A CALABARZON,RIZAL,SAN MATEO,2018,255
Region IV-A CALABARZON,RIZAL,SAN MATEO,2019,226
Region IV-A CALABARZON,RIZAL,SAN MATEO,2020,40
Region IV-A CALABARZON,RIZAL,TANAY,1988,71
Region IV-A CALABARZON,RIZAL,TANAY,1989,54
Region IV-A CALABARZON,RIZAL,TANAY,1990,80
Region IV-A CALABARZON,RIZAL,TANAY,1991,87
Region IV-A CALABARZON,RIZAL,TANAY,1992,74
Region IV-A CALABARZON,RIZAL,TANAY,1993,59
Region IV-A CALABARZON,RIZAL,TANAY,1994,58
Region IV-A CALABARZON,RIZAL,TANAY,1995,108
Region IV-A CALABARZON,RIZAL,TANAY,1996,100
Region IV-A CALABARZON,RIZAL,TANAY,1997,110
Region IV-A CALABARZON,RIZAL,TANAY,1998,74
Region IV-A CALABARZON,RIZAL,TANAY,1999,48
Region IV-A CALABARZON,RIZAL,TANAY,2000,91
Region IV-A CALABARZON,RIZAL,TANAY,2001,64
Region IV-A CALABARZON,RIZAL,TANAY,2002,87
Region IV-A CALABARZON,RIZAL,TANAY,2003,42
Region IV-A CALABARZON,RIZAL,TANAY,2004,65
Region IV-A CALABARZON,RIZAL,TANAY,2005,88
Region IV-A CALABARZON,RIZAL,TANAY,2006,102
Region IV-A CALABARZON,RIZAL,TANAY,2007,108
Region IV-A CALABARZON,RIZAL,TANAY,2008,85
Region IV-A CALABARZON,RIZAL,TANAY,2009,111
Region IV-A CALABARZON,RIZAL,TANAY,2010,82
Region IV-A CALABARZON,RIZAL,TANAY,2011,84
Region IV-A CALABARZON,RIZAL,TANAY,2012,75
Region IV-A CALABARZON,RIZAL,TANAY,2013,123
Region IV-A CALABARZON,RIZAL,TANAY,2014,114
Region IV-A CALABARZON,RIZAL,TANAY,2015,123
Region IV-A CALABARZON,RIZAL,TANAY,2016,88
Region IV-A CALABARZON,RIZAL,TANAY,2017,104
Region IV-A CALABARZON,RIZAL,TANAY,2018,105
Region IV-A CALABARZON,RIZAL,TANAY,2019,67
Region IV-A CALABARZON,RIZAL,TANAY,2020,20
Region IV-A CALABARZON,RIZAL,TAYTAY,1988,108
Region IV-A CALABARZON,RIZAL,TAYTAY,1989,165
Region IV-A CALABARZON,RIZAL,TAYTAY,1990,176
Region IV-A CALABARZON,RIZAL,TAYTAY,1991,123
Region IV-A CALABARZON,RIZAL,TAYTAY,1992,175
Region IV-A CALABARZON,RIZAL,TAYTAY,1993,189
Region IV-A CALABARZON,RIZAL,TAYTAY,1994,167
Region IV-A CALABARZON,RIZAL,TAYTAY,1995,167
Region IV-A CALABARZON,RIZAL,TAYTAY,1996,197
Region IV-A CALABARZON,RIZAL,TAYTAY,1997,173
Region IV-A CALABARZON,RIZAL,TAYTAY,1998,148
Region IV-A CALABARZON,RIZAL,TAYTAY,1999,167
Region IV-A CALABARZON,RIZAL,TAYTAY,2000,185
Region IV-A CALABARZON,RIZAL,TAYTAY,2001,234
Region IV-A CALABARZON,RIZAL,TAYTAY,2002,214
Region IV-A CALABARZON,RIZAL,TAYTAY,2003,202
Region IV-A CALABARZON,RIZAL,TAYTAY,2004,245
Region IV-A CALABARZON,RIZAL,TAYTAY,2005,295
Region IV-A CALABARZON,RIZAL,TAYTAY,2006,294
Region IV-A CALABARZON,RIZAL,TAYTAY,2007,336
Region IV-A CALABARZON,RIZAL,TAYTAY,2008,300
Region IV-A CALABARZON,RIZAL,TAYTAY,2009,339
Region IV-A CALABARZON,RIZAL,TAYTAY,2010,335
Region IV-A CALABARZON,RIZAL,TAYTAY,2011,347
Region IV-A CALABARZON,RIZAL,TAYTAY,2012,337
Region IV-A CALABARZON,RIZAL,TAYTAY,2013,316
Region IV-A CALABARZON,RIZAL,TAYTAY,2014,288
Region IV-A CALABARZON,RIZAL,TAYTAY,2015,363
Region IV-A CALABARZON,RIZAL,TAYTAY,2016,420
Region IV-A CALABARZON,RIZAL,TAYTAY,2017,304
Region IV-A CALABARZON,RIZAL,TAYTAY,2018,254
Region IV-A CALABARZON,RIZAL,TAYTAY,2019,229
Region IV-A CALABARZON,RIZAL,TAYTAY,2020,71
Region IV-A CALABARZON,RIZAL,TERESA,1988,19
Region IV-A CALABARZON,RIZAL,TERESA,1989,7
Region IV-A CALABARZON,RIZAL,TERESA,1990,27
Region IV-A CALABARZON,RIZAL,TERESA,1991,16
Region IV-A CALABARZON,RIZAL,TERESA,1992,21
Region IV-A CALABARZON,RIZAL,TERESA,1993,36
Region IV-A CALABARZON,RIZAL,TERESA,1994,25
Region IV-A CALABARZON,RIZAL,TERESA,1995,29
Region IV-A CALABARZON,RIZAL,TERESA,1996,52
Region IV-A CALABARZON,RIZAL,TERESA,1997,32
Region IV-A CALABARZON,RIZAL,TERESA,1998,13
Region IV-A CALABARZON,RIZAL,TERESA,1999,16
Region IV-A CALABARZON,RIZAL,TERESA,2000,34
Region IV-A CALABARZON,RIZAL,TERESA,2001,20
Region IV-A CALABARZON,RIZAL,TERESA,2002,51
Region IV-A CALABARZON,RIZAL,TERESA,2003,46
Region IV-A CALABARZON,RIZAL,TERESA,2004,45
Region IV-A CALABARZON,RIZAL,TERESA,2005,40
Region IV-A CALABARZON,RIZAL,TERESA,2006,25
Region IV-A CALABARZON,RIZAL,TERESA,2007,45
Region IV-A CALABARZON,RIZAL,TERESA,2008,44
Region IV-A CALABARZON,RIZAL,TERESA,2009,58
Region IV-A CALABARZON,RIZAL,TERESA,2010,71
Region IV-A CALABARZON,RIZAL,TERESA,2011,57
Region IV-A CALABARZON,RIZAL,TERESA,2012,43
Region IV-A CALABARZON,RIZAL,TERESA,2013,72
Region IV-A CALABARZON,RIZAL,TERESA,2014,69
Region IV-A CALABARZON,RIZAL,TERESA,2015,55
Region IV-A CALABARZON,RIZAL,TERESA,2016,60
Region IV-A CALABARZON,RIZAL,TERESA,2017,53
Region IV-A CALABARZON,RIZAL,TERESA,2018,47
Region IV-A CALABARZON,RIZAL,TERESA,2019,45
Region IV-A CALABARZON,RIZAL,TERESA,2020,13
Region IV-A CALABARZON,RIZAL,NOT REPORTED,1988,2
Region IV-A CALABARZON,RIZAL,NOT REPORTED,1990,1
Region IV-A CALABARZON,RIZAL,NOT REPORTED,1991,2
Region IV-A CALABARZON,RIZAL,NOT REPORTED,1992,2
Region IV-A CALABARZON,RIZAL,NOT REPORTED,1993,2
Region IV-A CALABARZON,RIZAL,NOT REPORTED,1999,8
Region IV-A CALABARZON,RIZAL,NOT REPORTED,2000,2
Region IV-A CALABARZON,RIZAL,NOT REPORTED,2001,3
Region IV-A CALABARZON,RIZAL,NOT REPORTED,2005,5
Region IV-B MIMAROPA,ROMBLON,ALCANTARA,1988,2
Region IV-B MIMAROPA,ROMBLON,ALCANTARA,1989,4
Region IV-B MIMAROPA,ROMBLON,ALCANTARA,1990,3
Region IV-B MIMAROPA,ROMBLON,ALCANTARA,1991,3
Region IV-B MIMAROPA,ROMBLON,ALCANTARA,1992,1
Region IV-B MIMAROPA,ROMBLON,ALCANTARA,1993,2
Region IV-B MIMAROPA,ROMBLON,ALCANTARA,1995,1
Region IV-B MIMAROPA,ROMBLON,ALCANTARA,1997,1
Region IV-B MIMAROPA,ROMBLON,ALCANTARA,1998,1
Region IV-B MIMAROPA,ROMBLON,ALCANTARA,1999,1
Region IV-B MIMAROPA,ROMBLON,ALCANTARA,2002,1
Region IV-B MIMAROPA,ROMBLON,ALCANTARA,2007,4
Region IV-B MIMAROPA,ROMBLON,ALCANTARA,2008,2
Region IV-B MIMAROPA,ROMBLON,ALCANTARA,2010,1
Region IV-B MIMAROPA,ROMBLON,ALCANTARA,2011,2
Region IV-B MIMAROPA,ROMBLON,ALCANTARA,2013,2
Region IV-B MIMAROPA,ROMBLON,ALCANTARA,2014,1
Region IV-B MIMAROPA,ROMBLON,ALCANTARA,2015,1
Region IV-B MIMAROPA,ROMBLON,ALCANTARA,2016,1
Region IV-B MIMAROPA,ROMBLON,ALCANTARA,2018,8
Region IV-B MIMAROPA,ROMBLON,ALCANTARA,2019,2
Region IV-B MIMAROPA,ROMBLON,BANTON,2000,1
Region IV-B MIMAROPA,ROMBLON,BANTON,2016,3
Region IV-B MIMAROPA,ROMBLON,CAJIDIOCAN,1990,3
Region IV-B MIMAROPA,ROMBLON,CAJIDIOCAN,1991,2
Region IV-B MIMAROPA,ROMBLON,CAJIDIOCAN,1992,1
Region IV-B MIMAROPA,ROMBLON,CAJIDIOCAN,1993,2
Region IV-B MIMAROPA,ROMBLON,CAJIDIOCAN,1994,1
Region IV-B MIMAROPA,ROMBLON,CAJIDIOCAN,1995,5
Region IV-B MIMAROPA,ROMBLON,CAJIDIOCAN,1996,1
Region IV-B MIMAROPA,ROMBLON,CAJIDIOCAN,1999,1
Region IV-B MIMAROPA,ROMBLON,CAJIDIOCAN,2001,3
Region IV-B MIMAROPA,ROMBLON,CAJIDIOCAN,2003,1
Region IV-B MIMAROPA,ROMBLON,CAJIDIOCAN,2005,2
Region IV-B MIMAROPA,ROMBLON,CAJIDIOCAN,2007,2
Region IV-B MIMAROPA,ROMBLON,CAJIDIOCAN,2011,1
Region IV-B MIMAROPA,ROMBLON,CAJIDIOCAN,2016,3
Region IV-B MIMAROPA,ROMBLON,CAJIDIOCAN,2017,2
Region IV-B MIMAROPA,ROMBLON,CAJIDIOCAN,2019,1
Region IV-B MIMAROPA,ROMBLON,CAJIDIOCAN,2020,1
Region IV-B MIMAROPA,ROMBLON,CALATRAVA,1990,4
Region IV-B MIMAROPA,ROMBLON,CALATRAVA,1991,1
Region IV-B MIMAROPA,ROMBLON,CALATRAVA,1993,2
Region IV-B MIMAROPA,ROMBLON,CALATRAVA,1995,1
Region IV-B MIMAROPA,ROMBLON,CALATRAVA,1997,2
Region IV-B MIMAROPA,ROMBLON,CALATRAVA,1998,2
Region IV-B MIMAROPA,ROMBLON,CALATRAVA,2000,8
Region IV-B MIMAROPA,ROMBLON,CALATRAVA,2005,1
Region IV-B MIMAROPA,ROMBLON,CALATRAVA,2006,1
Region IV-B MIMAROPA,ROMBLON,CALATRAVA,2008,2
Region IV-B MIMAROPA,ROMBLON,CALATRAVA,2009,7
Region IV-B MIMAROPA,ROMBLON,CALATRAVA,2012,2
Region IV-B MIMAROPA,ROMBLON,CALATRAVA,2015,6
Region IV-B MIMAROPA,ROMBLON,CALATRAVA,2016,1
Region IV-B MIMAROPA,ROMBLON,CALATRAVA,2017,6
Region IV-B MIMAROPA,ROMBLON,CALATRAVA,2018,4
Region IV-B MIMAROPA,ROMBLON,CALATRAVA,2019,4
Region IV-B MIMAROPA,ROMBLON,CONCEPCION,1988,1
Region IV-B MIMAROPA,ROMBLON,CONCEPCION,1996,1
Region IV-B MIMAROPA,ROMBLON,CONCEPCION,1999,1
Region IV-B MIMAROPA,ROMBLON,CONCEPCION,2008,1
Region IV-B MIMAROPA,ROMBLON,CONCEPCION,2009,1
Region IV-B MIMAROPA,ROMBLON,CONCEPCION,2015,1
Region IV-B MIMAROPA,ROMBLON,CONCEPCION,2016,1
Region IV-B MIMAROPA,ROMBLON,CORCUERA,1990,1
Region IV-B MIMAROPA,ROMBLON,CORCUERA,1991,1
Region IV-B MIMAROPA,ROMBLON,CORCUERA,1992,1
Region IV-B MIMAROPA,ROMBLON,CORCUERA,1994,1
Region IV-B MIMAROPA,ROMBLON,CORCUERA,2002,1
Region IV-B MIMAROPA,ROMBLON,CORCUERA,2003,1
Region IV-B MIMAROPA,ROMBLON,CORCUERA,2007,4
Region IV-B MIMAROPA,ROMBLON,CORCUERA,2014,1
Region IV-B MIMAROPA,ROMBLON,CORCUERA,2017,3
Region IV-B MIMAROPA,ROMBLON,CORCUERA,2018,1
Region IV-B MIMAROPA,ROMBLON,CORCUERA,2019,4
Region IV-B MIMAROPA,ROMBLON,FERROL,1990,1
Region IV-B MIMAROPA,ROMBLON,FERROL,1991,3
Region IV-B MIMAROPA,ROMBLON,FERROL,1992,2
Region IV-B MIMAROPA,ROMBLON,FERROL,1993,2
Region IV-B MIMAROPA,ROMBLON,FERROL,1995,1
Region IV-B MIMAROPA,ROMBLON,FERROL,1996,3
Region IV-B MIMAROPA,ROMBLON,FERROL,1997,3
Region IV-B MIMAROPA,ROMBLON,FERROL,1999,1
Region IV-B MIMAROPA,ROMBLON,FERROL,2000,4
Region IV-B MIMAROPA,ROMBLON,FERROL,2003,1
Region IV-B MIMAROPA,ROMBLON,FERROL,2004,1
Region IV-B MIMAROPA,ROMBLON,FERROL,2005,1
Region IV-B MIMAROPA,ROMBLON,FERROL,2007,1
Region IV-B MIMAROPA,ROMBLON,FERROL,2008,1
Region IV-B MIMAROPA,ROMBLON,FERROL,2010,5
Region IV-B MIMAROPA,ROMBLON,FERROL,2012,2
Region IV-B MIMAROPA,ROMBLON,FERROL,2013,2
Region IV-B MIMAROPA,ROMBLON,FERROL,2014,1
Region IV-B MIMAROPA,ROMBLON,FERROL,2016,4
Region IV-B MIMAROPA,ROMBLON,FERROL,2017,1
Region IV-B MIMAROPA,ROMBLON,LOOC,1988,2
Region IV-B MIMAROPA,ROMBLON,LOOC,1990,1
Region IV-B MIMAROPA,ROMBLON,LOOC,1991,1
Region IV-B MIMAROPA,ROMBLON,LOOC,1992,1
Region IV-B MIMAROPA,ROMBLON,LOOC,1993,1
Region IV-B MIMAROPA,ROMBLON,LOOC,1994,3
Region IV-B MIMAROPA,ROMBLON,LOOC,1996,3
Region IV-B MIMAROPA,ROMBLON,LOOC,1997,1
Region IV-B MIMAROPA,ROMBLON,LOOC,1998,2
Region IV-B MIMAROPA,ROMBLON,LOOC,2000,2
Region IV-B MIMAROPA,ROMBLON,LOOC,2001,1
Region IV-B MIMAROPA,ROMBLON,LOOC,2003,3
Region IV-B MIMAROPA,ROMBLON,LOOC,2004,4
Region IV-B MIMAROPA,ROMBLON,LOOC,2005,1
Region IV-B MIMAROPA,ROMBLON,LOOC,2007,2
Region IV-B MIMAROPA,ROMBLON,LOOC,2010,3
Region IV-B MIMAROPA,ROMBLON,LOOC,2012,5
Region IV-B MIMAROPA,ROMBLON,LOOC,2013,3
Region IV-B MIMAROPA,ROMBLON,LOOC,2014,4
Region IV-B MIMAROPA,ROMBLON,LOOC,2015,10
Region IV-B MIMAROPA,ROMBLON,LOOC,2016,1
Region IV-B MIMAROPA,ROMBLON,LOOC,2017,1
Region IV-B MIMAROPA,ROMBLON,LOOC,2018,2
Region IV-B MIMAROPA,ROMBLON,LOOC,2019,2
Region IV-B MIMAROPA,ROMBLON,MAGDIWANG,1993,2
Region IV-B MIMAROPA,ROMBLON,MAGDIWANG,1994,2
Region IV-B MIMAROPA,ROMBLON,MAGDIWANG,1995,1
Region IV-B MIMAROPA,ROMBLON,MAGDIWANG,1996,2
Region IV-B MIMAROPA,ROMBLON,MAGDIWANG,1997,5
Region IV-B MIMAROPA,ROMBLON,MAGDIWANG,2000,1
Region IV-B MIMAROPA,ROMBLON,MAGDIWANG,2005,1
Region IV-B MIMAROPA,ROMBLON,MAGDIWANG,2008,1
Region IV-B MIMAROPA,ROMBLON,MAGDIWANG,2011,2
Region IV-B MIMAROPA,ROMBLON,MAGDIWANG,2012,1
Region IV-B MIMAROPA,ROMBLON,MAGDIWANG,2015,1
Region IV-B MIMAROPA,ROMBLON,MAGDIWANG,2018,2
Region IV-B MIMAROPA,ROMBLON,MAGDIWANG,2019,4
Region IV-B MIMAROPA,ROMBLON,ODIONGAN,1988,10
Region IV-B MIMAROPA,ROMBLON,ODIONGAN,1989,16
Region IV-B MIMAROPA,ROMBLON,ODIONGAN,1990,2
Region IV-B MIMAROPA,ROMBLON,ODIONGAN,1991,3
Region IV-B MIMAROPA,ROMBLON,ODIONGAN,1992,7
Region IV-B MIMAROPA,ROMBLON,ODIONGAN,1993,12
Region IV-B MIMAROPA,ROMBLON,ODIONGAN,1994,1
Region IV-B MIMAROPA,ROMBLON,ODIONGAN,1995,6
Region IV-B MIMAROPA,ROMBLON,ODIONGAN,1996,6
Region IV-B MIMAROPA,ROMBLON,ODIONGAN,1997,4
Region IV-B MIMAROPA,ROMBLON,ODIONGAN,1998,1
Region IV-B MIMAROPA,ROMBLON,ODIONGAN,1999,2
Region IV-B MIMAROPA,ROMBLON,ODIONGAN,2000,26
Region IV-B MIMAROPA,ROMBLON,ODIONGAN,2001,19
Region IV-B MIMAROPA,ROMBLON,ODIONGAN,2002,19
Region IV-B MIMAROPA,ROMBLON,ODIONGAN,2003,7
Region IV-B MIMAROPA,ROMBLON,ODIONGAN,2004,11
Region IV-B MIMAROPA,ROMBLON,ODIONGAN,2005,15
Region IV-B MIMAROPA,ROMBLON,ODIONGAN,2006,23
Region IV-B MIMAROPA,ROMBLON,ODIONGAN,2007,16
Region IV-B MIMAROPA,ROMBLON,ODIONGAN,2008,21
Region IV-B MIMAROPA,ROMBLON,ODIONGAN,2009,19
Region IV-B MIMAROPA,ROMBLON,ODIONGAN,2010,18
Region IV-B MIMAROPA,ROMBLON,ODIONGAN,2011,21
Region IV-B MIMAROPA,ROMBLON,ODIONGAN,2012,11
Region IV-B MIMAROPA,ROMBLON,ODIONGAN,2013,17
Region IV-B MIMAROPA,ROMBLON,ODIONGAN,2014,13
Region IV-B MIMAROPA,ROMBLON,ODIONGAN,2015,12
Region IV-B MIMAROPA,ROMBLON,ODIONGAN,2016,26
Region IV-B MIMAROPA,ROMBLON,ODIONGAN,2017,10
Region IV-B MIMAROPA,ROMBLON,ODIONGAN,2018,6
Region IV-B MIMAROPA,ROMBLON,ODIONGAN,2019,29
Region IV-B MIMAROPA,ROMBLON,ODIONGAN,2020,3
Region IV-B MIMAROPA,ROMBLON,ROMBLON (CAPITAL),1988,3
Region IV-B MIMAROPA,ROMBLON,ROMBLON (CAPITAL),1989,3
Region IV-B MIMAROPA,ROMBLON,ROMBLON (CAPITAL),1990,5
Region IV-B MIMAROPA,ROMBLON,ROMBLON (CAPITAL),1991,2
Region IV-B MIMAROPA,ROMBLON,ROMBLON (CAPITAL),1992,3
Region IV-B MIMAROPA,ROMBLON,ROMBLON (CAPITAL),1993,6
Region IV-B MIMAROPA,ROMBLON,ROMBLON (CAPITAL),1994,6
Region IV-B MIMAROPA,ROMBLON,ROMBLON (CAPITAL),1995,2
Region IV-B MIMAROPA,ROMBLON,ROMBLON (CAPITAL),1996,10
Region IV-B MIMAROPA,ROMBLON,ROMBLON (CAPITAL),1997,9
Region IV-B MIMAROPA,ROMBLON,ROMBLON (CAPITAL),1998,1
Region IV-B MIMAROPA,ROMBLON,ROMBLON (CAPITAL),1999,2
Region IV-B MIMAROPA,ROMBLON,ROMBLON (CAPITAL),2000,2
Region IV-B MIMAROPA,ROMBLON,ROMBLON (CAPITAL),2001,2
Region IV-B MIMAROPA,ROMBLON,ROMBLON (CAPITAL),2002,9
Region IV-B MIMAROPA,ROMBLON,ROMBLON (CAPITAL),2003,3
Region IV-B MIMAROPA,ROMBLON,ROMBLON (CAPITAL),2004,4
Region IV-B MIMAROPA,ROMBLON,ROMBLON (CAPITAL),2005,6
Region IV-B MIMAROPA,ROMBLON,ROMBLON (CAPITAL),2006,2
Region IV-B MIMAROPA,ROMBLON,ROMBLON (CAPITAL),2007,2
Region IV-B MIMAROPA,ROMBLON,ROMBLON (CAPITAL),2008,8
Region IV-B MIMAROPA,ROMBLON,ROMBLON (CAPITAL),2009,15
Region IV-B MIMAROPA,ROMBLON,ROMBLON (CAPITAL),2010,5
Region IV-B MIMAROPA,ROMBLON,ROMBLON (CAPITAL),2011,8
Region IV-B MIMAROPA,ROMBLON,ROMBLON (CAPITAL),2012,11
Region IV-B MIMAROPA,ROMBLON,ROMBLON (CAPITAL),2013,1
Region IV-B MIMAROPA,ROMBLON,ROMBLON (CAPITAL),2014,6
Region IV-B MIMAROPA,ROMBLON,ROMBLON (CAPITAL),2015,2
Region IV-B MIMAROPA,ROMBLON,ROMBLON (CAPITAL),2016,7
Region IV-B MIMAROPA,ROMBLON,ROMBLON (CAPITAL),2017,2
Region IV-B MIMAROPA,ROMBLON,ROMBLON (CAPITAL),2018,12
Region IV-B MIMAROPA,ROMBLON,ROMBLON (CAPITAL),2020,1
Region IV-B MIMAROPA,ROMBLON,SAN AGUSTIN,1988,2
Region IV-B MIMAROPA,ROMBLON,SAN AGUSTIN,1989,1
Region IV-B MIMAROPA,ROMBLON,SAN AGUSTIN,1990,7
Region IV-B MIMAROPA,ROMBLON,SAN AGUSTIN,1992,2
Region IV-B MIMAROPA,ROMBLON,SAN AGUSTIN,1993,2
Region IV-B MIMAROPA,ROMBLON,SAN AGUSTIN,1994,5
Region IV-B MIMAROPA,ROMBLON,SAN AGUSTIN,1995,6
Region IV-B MIMAROPA,ROMBLON,SAN AGUSTIN,1996,2
Region IV-B MIMAROPA,ROMBLON,SAN AGUSTIN,1997,1
Region IV-B MIMAROPA,ROMBLON,SAN AGUSTIN,1998,4
Region IV-B MIMAROPA,ROMBLON,SAN AGUSTIN,2001,1
Region IV-B MIMAROPA,ROMBLON,SAN AGUSTIN,2002,4
Region IV-B MIMAROPA,ROMBLON,SAN AGUSTIN,2005,1
Region IV-B MIMAROPA,ROMBLON,SAN AGUSTIN,2006,6
Region IV-B MIMAROPA,ROMBLON,SAN AGUSTIN,2007,4
Region IV-B MIMAROPA,ROMBLON,SAN AGUSTIN,2009,4
Region IV-B MIMAROPA,ROMBLON,SAN AGUSTIN,2010,6
Region IV-B MIMAROPA,ROMBLON,SAN AGUSTIN,2011,6
Region IV-B MIMAROPA,ROMBLON,SAN AGUSTIN,2012,4
Region IV-B MIMAROPA,ROMBLON,SAN AGUSTIN,2013,1
Region IV-B MIMAROPA,ROMBLON,SAN AGUSTIN,2015,5
Region IV-B MIMAROPA,ROMBLON,SAN AGUSTIN,2016,7
Region IV-B MIMAROPA,ROMBLON,SAN AGUSTIN,2017,1
Region IV-B MIMAROPA,ROMBLON,SAN AGUSTIN,2018,4
Region IV-B MIMAROPA,ROMBLON,SAN AGUSTIN,2019,2
Region IV-B MIMAROPA,ROMBLON,SAN ANDRES,1988,3
Region IV-B MIMAROPA,ROMBLON,SAN ANDRES,1989,3
Region IV-B MIMAROPA,ROMBLON,SAN ANDRES,1990,4
Region IV-B MIMAROPA,ROMBLON,SAN ANDRES,1992,1
Region IV-B MIMAROPA,ROMBLON,SAN ANDRES,1993,1
Region IV-B MIMAROPA,ROMBLON,SAN ANDRES,1994,1
Region IV-B MIMAROPA,ROMBLON,SAN ANDRES,1995,4
Region IV-B MIMAROPA,ROMBLON,SAN ANDRES,1996,7
Region IV-B MIMAROPA,ROMBLON,SAN ANDRES,1997,4
Region IV-B MIMAROPA,ROMBLON,SAN ANDRES,1998,2
Region IV-B MIMAROPA,ROMBLON,SAN ANDRES,1999,2
Region IV-B MIMAROPA,ROMBLON,SAN ANDRES,2001,1
Region IV-B MIMAROPA,ROMBLON,SAN ANDRES,2007,4
Region IV-B MIMAROPA,ROMBLON,SAN ANDRES,2008,2
Region IV-B MIMAROPA,ROMBLON,SAN ANDRES,2009,2
Region IV-B MIMAROPA,ROMBLON,SAN ANDRES,2012,1
Region IV-B MIMAROPA,ROMBLON,SAN ANDRES,2013,3
Region IV-B MIMAROPA,ROMBLON,SAN ANDRES,2015,3
Region IV-B MIMAROPA,ROMBLON,SAN ANDRES,2016,3
Region IV-B MIMAROPA,ROMBLON,SAN ANDRES,2017,4
Region IV-B MIMAROPA,ROMBLON,SAN ANDRES,2018,6
Region IV-B MIMAROPA,ROMBLON,SAN ANDRES,2019,5
Region IV-B MIMAROPA,ROMBLON,SAN ANDRES,2020,1
Region IV-B MIMAROPA,ROMBLON,SAN FERNANDO,1988,5
Region IV-B MIMAROPA,ROMBLON,SAN FERNANDO,1990,2
Region IV-B MIMAROPA,ROMBLON,SAN FERNANDO,1991,1
Region IV-B MIMAROPA,ROMBLON,SAN FERNANDO,1992,4
Region IV-B MIMAROPA,ROMBLON,SAN FERNANDO,1993,4
Region IV-B MIMAROPA,ROMBLON,SAN FERNANDO,1994,6
Region IV-B MIMAROPA,ROMBLON,SAN FERNANDO,1995,3
Region IV-B MIMAROPA,ROMBLON,SAN FERNANDO,1996,1
Region IV-B MIMAROPA,ROMBLON,SAN FERNANDO,1997,10
Region IV-B MIMAROPA,ROMBLON,SAN FERNANDO,1998,1
Region IV-B MIMAROPA,ROMBLON,SAN FERNANDO,1999,1
Region IV-B MIMAROPA,ROMBLON,SAN FERNANDO,2000,6
Region IV-B MIMAROPA,ROMBLON,SAN FERNANDO,2001,1
Region IV-B MIMAROPA,ROMBLON,SAN FERNANDO,2002,2
Region IV-B MIMAROPA,ROMBLON,SAN FERNANDO,2003,5
Region IV-B MIMAROPA,ROMBLON,SAN FERNANDO,2004,2
Region IV-B MIMAROPA,ROMBLON,SAN FERNANDO,2005,1
Region IV-B MIMAROPA,ROMBLON,SAN FERNANDO,2008,4
Region IV-B MIMAROPA,ROMBLON,SAN FERNANDO,2009,1
Region IV-B MIMAROPA,ROMBLON,SAN FERNANDO,2011,1
Region IV-B MIMAROPA,ROMBLON,SAN FERNANDO,2015,1
Region IV-B MIMAROPA,ROMBLON,SAN FERNANDO,2016,10
Region IV-B MIMAROPA,ROMBLON,SAN FERNANDO,2017,1
Region IV-B MIMAROPA,ROMBLON,SAN FERNANDO,2018,2
Region IV-B MIMAROPA,ROMBLON,SAN FERNANDO,2019,1
Region IV-B MIMAROPA,ROMBLON,SAN JOSE,1989,1
Region IV-B MIMAROPA,ROMBLON,SAN JOSE,1990,1
